Gender,Education,Years_of_Professional_Experience,Region,Employment_Type,Area_of_Expertise,Annual_Salary,bonus
Male,Below Bachelor's,27,Møre og Romsdal,"in-house, privat sektor",backend,840000.00,No
Male,No Education,12,Møre og Romsdal,"in-house, privat sektor",backend,786290.00,Yes
Male,Master's Degree,12,Møre og Romsdal,konsulent,backend,930000.00,Yes
Male,Higher than Master's,19,Nordland,"in-house, offentlig/kommunal sektor",backend,850000.00,No
Male,Below Bachelor's,15,Nordland,"in-house, privat sektor",backend,900000.00,Yes
Male,No Education,4,Nordland,"in-house, privat sektor",backend,860000.00,No
Male,Below Bachelor's,3,Nordland,"in-house, offentlig/kommunal sektor",backend,667500.00,No
Male,Below Bachelor's,1,Nordland,"in-house, privat sektor",backend,540000.00,No
Male,Below Bachelor's,1,Nordland,"in-house, offentlig/kommunal sektor",backend,650000.00,No
Male,Higher than Master's,39,Oslo,"in-house, privat sektor",backend,1100000.00,No
Male,Below Bachelor's,30,Oslo,"in-house, privat sektor",backend,1100000.00,No
Male,Below Bachelor's,30,Oslo,"in-house, privat sektor",backend,1300000.00,No
Male,Below Bachelor's,29,Oslo,konsulent,backend,900000.00,Yes
Male,Master's Degree,28,Oslo,"in-house, privat sektor",backend,917000.00,No
Male,Bachelor's Degree,28,Oslo,"in-house, privat sektor",backend,1200000.00,No
Male,Higher than Master's,27,Oslo,konsulent,backend,1200000.00,Yes
Male,Master's Degree,27,Oslo,frilans / selvstendig næringsdrivende,backend,1300000.00,No
Male,Below Bachelor's,26,Oslo,"in-house, offentlig/kommunal sektor",backend,980000.00,No
Male,Master's Degree,26,Oslo,konsulent,backend,1630000.00,No
Male,Below Bachelor's,25,Oslo,"in-house, privat sektor",backend,830000.00,No
Male,Below Bachelor's,25,Oslo,konsulent,backend,1250000.00,No
Male,Master's Degree,25,Oslo,konsulent,backend,1700000.00,Yes
Male,Below Bachelor's,24,Oslo,"in-house, privat sektor",backend,1050000.00,No
Male,Master's Degree,24,Oslo,"in-house, offentlig/kommunal sektor",backend,1050000.00,No
Male,Bachelor's Degree,24,Oslo,konsulent,backend,1700000.00,No
Male,Below Bachelor's,23,Oslo,"in-house, privat sektor",backend,860000.00,No
Male,Below Bachelor's,23,Oslo,"in-house, privat sektor",backend,970000.00,No
Male,Below Bachelor's,23,Oslo,"in-house, privat sektor",backend,1300000.00,Yes
Male,Below Bachelor's,23,Oslo,frilans / selvstendig næringsdrivende,backend,2000000.00,No
Male,Master's Degree,22,Oslo,konsulent,backend,1150000.00,No
Male,Below Bachelor's,21,Oslo,"in-house, offentlig/kommunal sektor",backend,1060000.00,No
Male,Below Bachelor's,20,Oslo,"in-house, privat sektor",backend,820000.00,No
Male,Bachelor's Degree,20,Oslo,konsulent,backend,1000000.00,Yes
Male,Master's Degree,20,Oslo,"in-house, privat sektor",backend,1600000.00,Yes
Male,Higher than Master's,19,Oslo,"in-house, offentlig/kommunal sektor",backend,905000.00,No
Male,Master's Degree,19,Oslo,"in-house, offentlig/kommunal sektor",backend,1020000.00,No
Male,Master's Degree,19,Oslo,konsulent,backend,1200000.00,Yes
Male,Higher than Master's,19,Oslo,konsulent,backend,1600000.00,Yes
Male,Master's Degree,18,Oslo,"in-house, privat sektor",backend,1200000.00,No
Male,Below Bachelor's,18,Oslo,konsulent,backend,1200000.00,Yes
Male,Higher than Master's,18,Oslo,"in-house, privat sektor",backend,1200000.00,No
Male,Master's Degree,18,Oslo,"in-house, privat sektor",backend,1230000.00,No
Male,Below Bachelor's,18,Oslo,"in-house, privat sektor",backend,1300000.00,No
Female,Master's Degree,17,Oslo,konsulent,backend,990000.00,Yes
Male,Below Bachelor's,17,Oslo,konsulent,backend,1190000.00,No
Male,No Education,17,Oslo,konsulent,backend,1200000.00,Yes
Male,Higher than Master's,17,Oslo,"in-house, privat sektor",backend,1260000.00,No
Male,Bachelor's Degree,17,Oslo,konsulent,backend,1300000.00,Yes
Male,Master's Degree,17,Oslo,konsulent,backend,1350000.00,No
Male,Below Bachelor's,17,Oslo,"in-house, privat sektor",backend,1400000.00,No
Male,Master's Degree,17,Oslo,konsulent,backend,1400000.00,No
Female,Below Bachelor's,16,Oslo,"in-house, privat sektor",backend,1000000.00,No
Male,No Education,16,Oslo,"in-house, privat sektor",backend,1000000.00,No
Male,Higher than Master's,16,Oslo,konsulent,backend,1450000.00,No
Male,Higher than Master's,15,Oslo,"in-house, offentlig/kommunal sektor",backend,1000108.00,No
Male,Higher than Master's,15,Oslo,frilans / selvstendig næringsdrivende,backend,1400000.00,No
Female,Bachelor's Degree,14,Oslo,konsulent,backend,960000.00,No
Female,Below Bachelor's,14,Oslo,"in-house, privat sektor",backend,1080000.00,No
Male,Bachelor's Degree,14,Oslo,"in-house, privat sektor",backend,890000.00,No
Male,Master's Degree,14,Oslo,"in-house, offentlig/kommunal sektor",backend,911939.00,No
Male,No Education,14,Oslo,"in-house, offentlig/kommunal sektor",backend,920000.00,No
Male,No Education,14,Oslo,"in-house, privat sektor",backend,950000.00,No
Male,Below Bachelor's,14,Oslo,"in-house, privat sektor",backend,1035000.00,No
Male,Below Bachelor's,14,Oslo,konsulent,backend,1100000.00,Yes
Male,Master's Degree,14,Oslo,konsulent,backend,1290000.00,Yes
Male,Below Bachelor's,14,Oslo,konsulent,backend,1550000.00,No
Male,Below Bachelor's,14,Oslo,frilans / selvstendig næringsdrivende,backend,2500000.00,No
Male,Bachelor's Degree,13,Oslo,"in-house, offentlig/kommunal sektor",backend,820000.00,No
Male,Below Bachelor's,13,Oslo,"in-house, privat sektor",backend,1155000.00,No
Male,Master's Degree,13,Oslo,konsulent,backend,1500000.00,Yes
Male,Master's Degree,13,Oslo,konsulent,backend,1600000.00,No
Male,Master's Degree,12,Oslo,"in-house, offentlig/kommunal sektor",backend,960000.00,No
Male,Master's Degree,12,Oslo,"in-house, privat sektor",backend,1030000.00,Yes
Male,Below Bachelor's,12,Oslo,"in-house, privat sektor",backend,1030000.00,No
Male,Master's Degree,12,Oslo,konsulent,backend,1050000.00,No
Male,Below Bachelor's,12,Oslo,konsulent,backend,1200000.00,No
Male,Below Bachelor's,12,Oslo,konsulent,backend,1200000.00,No
Male,Master's Degree,12,Oslo,"in-house, privat sektor",backend,1245000.00,No
Male,Below Bachelor's,12,Oslo,konsulent,backend,1400000.00,Yes
Male,Below Bachelor's,12,Oslo,konsulent,backend,1600000.00,No
Male,Higher than Master's,11,Oslo,"in-house, offentlig/kommunal sektor",backend,900000.00,No
Male,Below Bachelor's,11,Oslo,"in-house, privat sektor",backend,1000000.00,Yes
Male,Below Bachelor's,11,Oslo,"in-house, privat sektor",backend,1050000.00,Yes
Male,Below Bachelor's,11,Oslo,konsulent,backend,1100000.00,Yes
Male,Higher than Master's,11,Oslo,"in-house, privat sektor",backend,1100000.00,Yes
Male,Below Bachelor's,11,Oslo,konsulent,backend,1500000.00,Yes
Female,Master's Degree,10,Oslo,konsulent,backend,1000000.00,Yes
Male,Master's Degree,10,Oslo,"in-house, privat sektor",backend,800000.00,Yes
Male,Below Bachelor's,10,Oslo,"in-house, privat sektor",backend,950000.00,No
Male,Below Bachelor's,10,Oslo,"in-house, privat sektor",backend,955000.00,No
Male,Master's Degree,10,Oslo,konsulent,backend,1000000.00,Yes
Male,Master's Degree,10,Oslo,konsulent,backend,1052000.00,No
Male,Master's Degree,10,Oslo,konsulent,backend,1100000.00,No
Male,Below Bachelor's,10,Oslo,"in-house, privat sektor",backend,1200000.00,No
Male,Master's Degree,10,Oslo,konsulent,backend,1200000.00,Yes
Male,Below Bachelor's,10,Oslo,konsulent,backend,1400000.00,Yes
Male,Master's Degree,10,Oslo,konsulent,backend,1400000.00,Yes
Male,Master's Degree,9,Oslo,konsulent,backend,882000.00,No
Male,Below Bachelor's,9,Oslo,"in-house, privat sektor",backend,885000.00,No
Male,Master's Degree,9,Oslo,konsulent,backend,960000.00,No
Male,Below Bachelor's,9,Oslo,konsulent,backend,1025000.00,No
Male,Below Bachelor's,9,Oslo,"in-house, privat sektor",backend,1050000.00,Yes
Male,Master's Degree,9,Oslo,konsulent,backend,1100000.00,Yes
Male,Master's Degree,9,Oslo,"in-house, privat sektor",backend,1123000.00,No
Male,Bachelor's Degree,9,Oslo,"in-house, privat sektor",backend,1144000.00,Yes
Female,Higher than Master's,8,Oslo,konsulent,backend,960000.00,Yes
Female,Bachelor's Degree,8,Oslo,konsulent,backend,1200000.00,Yes
Male,No Education,8,Oslo,"in-house, privat sektor",backend,750000.00,No
Male,Master's Degree,8,Oslo,"in-house, privat sektor",backend,840000.00,No
Male,Higher than Master's,8,Oslo,"in-house, privat sektor",backend,850000.00,Yes
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",backend,910000.00,No
Male,No Education,8,Oslo,"in-house, privat sektor",backend,930000.00,Yes
Male,Bachelor's Degree,8,Oslo,konsulent,backend,980000.00,No
Male,Bachelor's Degree,8,Oslo,"in-house, privat sektor",backend,1000000.00,No
Male,Master's Degree,8,Oslo,"in-house, privat sektor",backend,1000000.00,Yes
Male,Master's Degree,8,Oslo,konsulent,backend,1000000.00,Yes
Male,Master's Degree,8,Oslo,konsulent,backend,1030000.00,Yes
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",backend,1100000.00,No
Male,Master's Degree,8,Oslo,konsulent,backend,1100000.00,Yes
Male,Master's Degree,8,Oslo,konsulent,backend,1100000.00,No
Male,Master's Degree,8,Oslo,konsulent,backend,1200000.00,No
Male,Below Bachelor's,8,Oslo,konsulent,backend,1200000.00,No
Male,Master's Degree,8,Oslo,konsulent,backend,1200000.00,No
Female,Master's Degree,7,Oslo,"in-house, privat sektor",backend,790000.00,No
Female,Higher than Master's,7,Oslo,konsulent,backend,930000.00,Yes
Female,Master's Degree,7,Oslo,konsulent,backend,1010000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, offentlig/kommunal sektor",backend,770000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",backend,795000.00,No
Male,Bachelor's Degree,7,Oslo,"in-house, privat sektor",backend,830000.00,No
Male,Master's Degree,7,Oslo,"in-house, privat sektor",backend,850000.00,Yes
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",backend,900000.00,Yes
Male,Master's Degree,7,Oslo,"in-house, privat sektor",backend,900000.00,No
Male,Below Bachelor's,7,Oslo,konsulent,backend,940000.00,No
Male,Master's Degree,7,Oslo,konsulent,backend,1037000.00,No
Male,Master's Degree,7,Oslo,"in-house, privat sektor",backend,1050000.00,Yes
Male,Master's Degree,7,Oslo,konsulent,backend,1200000.00,No
Female,Below Bachelor's,6,Oslo,"in-house, privat sektor",backend,970000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",backend,703500.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",backend,750000.00,Yes
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",backend,787000.00,No
Male,Master's Degree,6,Oslo,"in-house, offentlig/kommunal sektor",backend,800000.00,Yes
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",backend,875000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",backend,880000.00,No
Male,No Education,6,Oslo,"in-house, offentlig/kommunal sektor",backend,900000.00,No
Male,Master's Degree,6,Oslo,konsulent,backend,980000.00,No
Male,Below Bachelor's,6,Oslo,konsulent,backend,1000000.00,Yes
Male,Master's Degree,6,Oslo,konsulent,backend,1000000.00,No
Male,Master's Degree,6,Oslo,konsulent,backend,1020000.00,No
Male,Below Bachelor's,6,Oslo,konsulent,backend,1100000.00,No
Male,Bachelor's Degree,6,Oslo,"in-house, privat sektor",backend,1200000.00,Yes
Male,Below Bachelor's,6,Oslo,konsulent,backend,1400000.00,Yes
Male,Below Bachelor's,6,Oslo,frilans / selvstendig næringsdrivende,backend,1700000.00,Yes
Other,Below Bachelor's,5,Oslo,"in-house, privat sektor",backend,1000000.00,No
Female,Master's Degree,5,Oslo,"in-house, privat sektor",backend,1200000.00,Yes
Male,Below Bachelor's,5,Oslo,"in-house, offentlig/kommunal sektor",backend,670000.00,No
Male,Master's Degree,5,Oslo,konsulent,backend,700000.00,Yes
Male,Below Bachelor's,5,Oslo,"in-house, offentlig/kommunal sektor",backend,708000.00,No
Male,Master's Degree,5,Oslo,konsulent,backend,796000.00,No
Male,Bachelor's Degree,5,Oslo,konsulent,backend,825000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",backend,840000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",backend,840000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",backend,850000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",backend,850000.00,No
Male,Master's Degree,5,Oslo,konsulent,backend,890000.00,Yes
Male,Below Bachelor's,5,Oslo,konsulent,backend,900000.00,Yes
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",backend,900000.00,Yes
Male,Master's Degree,5,Oslo,frilans / selvstendig næringsdrivende,backend,910000.00,No
Male,Below Bachelor's,5,Oslo,konsulent,backend,915000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,backend,925000.00,No
Male,Higher than Master's,5,Oslo,konsulent,backend,925000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",backend,927000.00,No
Male,Master's Degree,5,Oslo,konsulent,backend,930000.00,No
Male,Master's Degree,5,Oslo,konsulent,backend,950000.00,Yes
Male,Master's Degree,5,Oslo,"in-house, offentlig/kommunal sektor",backend,950000.00,No
Male,Bachelor's Degree,5,Oslo,"in-house, privat sektor",backend,1100000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,backend,1200000.00,Yes
Male,Below Bachelor's,5,Oslo,frilans / selvstendig næringsdrivende,backend,1600000.00,Yes
Female,Master's Degree,4,Oslo,konsulent,backend,767000.00,No
Female,Master's Degree,4,Oslo,konsulent,backend,850000.00,Yes
Female,Master's Degree,4,Oslo,konsulent,backend,860000.00,Yes
Female,Master's Degree,4,Oslo,konsulent,backend,900000.00,No
Female,Below Bachelor's,4,Oslo,konsulent,backend,945000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",backend,730000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",backend,732300.00,No
Male,Master's Degree,4,Oslo,konsulent,backend,790000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",backend,800000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",backend,800000.00,Yes
Male,No Education,4,Oslo,konsulent,backend,834000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,backend,850000.00,Yes
Male,Master's Degree,4,Oslo,"in-house, privat sektor",backend,850000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",backend,870000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,backend,890000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",backend,897000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",backend,920000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",backend,921106.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",backend,950000.00,Yes
Male,Higher than Master's,4,Oslo,"in-house, privat sektor",backend,980000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,backend,1000000.00,Yes
Male,Master's Degree,4,Oslo,konsulent,backend,1080000.00,Yes
Male,Master's Degree,4,Oslo,"in-house, offentlig/kommunal sektor",backend,1200000.00,No
Female,Below Bachelor's,3,Oslo,konsulent,backend,635000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, offentlig/kommunal sektor",backend,675000.00,No
Female,Master's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",backend,726000.00,No
Female,Master's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",backend,740000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, offentlig/kommunal sektor",backend,745000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, privat sektor",backend,800000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,backend,600000.00,No
Male,Bachelor's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",backend,624000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,660000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",backend,664000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",backend,680000.00,No
Male,Master's Degree,3,Oslo,"in-house, privat sektor",backend,700000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, offentlig/kommunal sektor",backend,700000.00,No
Male,Bachelor's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",backend,700000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,backend,720000.00,No
Male,No Education,3,Oslo,"in-house, privat sektor",backend,720000.00,Yes
Male,Below Bachelor's,3,Oslo,"in-house, offentlig/kommunal sektor",backend,720000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",backend,740000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,754000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,backend,766000.00,No
Male,Master's Degree,3,Oslo,"in-house, privat sektor",backend,780000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",backend,800000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,800000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,backend,817000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,backend,820000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,850000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,870000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,880000.00,Yes
Male,Master's Degree,3,Oslo,"in-house, privat sektor",backend,880000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,925000.00,No
Male,Master's Degree,3,Oslo,konsulent,backend,1000000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",backend,670000.00,No
Female,Below Bachelor's,2,Oslo,konsulent,backend,695000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",backend,700000.00,No
Female,Master's Degree,2,Oslo,"in-house, offentlig/kommunal sektor",backend,730000.00,No
Female,Master's Degree,2,Oslo,"in-house, privat sektor",backend,735000.00,No
Female,Master's Degree,2,Oslo,"in-house, privat sektor",backend,775000.00,No
Female,Master's Degree,2,Oslo,"in-house, privat sektor",backend,850000.00,Yes
Male,Bachelor's Degree,2,Oslo,"in-house, privat sektor",backend,550000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",backend,590000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",backend,600000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",backend,600000.00,No
Male,Master's Degree,2,Oslo,konsulent,backend,620000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",backend,630000.00,Yes
Male,Below Bachelor's,2,Oslo,konsulent,backend,630000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",backend,660000.00,No
Male,Higher than Master's,2,Oslo,konsulent,backend,670000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",backend,700000.00,No
Male,Higher than Master's,2,Oslo,konsulent,backend,700000.00,Yes
